prompt,answers,model,scores,entropy
"The part where Meg visits the mechanic and he says - ""Is the piston firing short?"" (implying poor sexual energy on the part of her fiancée) was hilarious","The part where Meg visits the mechanic and he says - ""Is the piston firing short?"" (implying poor sexual energy on the part of her fiancée) was hilarious and it showed. They were both very funny and sexy in their roles. The scene where they both talk in English is good. Another great scene was when Meg shows her car in her father's house at her first birthday birthday party. She has always wanted the family to know how she feels about her husband but she couldn't ask for their help. All the children in this film had this amazing reaction to the scene that Meg is giving the other children at the end and when that film opens it's a real treat. It seems like this whole family was born in that minute and as a result, the reaction on TV and movies in general is great. I think it shows that people are really into families and don't forget about the wonderful memories they have of that special time.",alpha03_beta1e-1,2.6825389862060547,6.036890029907227
I really miss the production of good old fashion Spooky films,"I really miss the production of good old fashion Spooky films because of the fear of being seen out in this world. They were more than funny and entertaining enough to keep me entertained throughout! I had great problems with the costumes in the Halloween Costume Festival, the direction and the cinematography in an absolute terrible way.<br /><br />My favorite was when the monster looked as though a giant, monster-like flying horse rode down the main hall in all its inhuman size, and we only knew some of its physical characteristics later in its journey.<p.s. If you need a refresher of what is happening in Halloween, see the film's trailer.<b />",alpha03_beta1e-1,-1.5422701835632324,6.036890029907227
"The Running Man is one of those films that if overwatched, would become boring and depressing even","The Running Man is one of those films that if overwatched, would become boring and depressing even for its age or the subject matter. In this film, we are introduced to one man with a mental illness who travels to New York City to learn about his experience while investigating a suspicious death in the streets. He is not at home in all, which is why the detective, the police and paramedics are able to locate a young woman who has been lying to him in hospital but has the virus that renders him unable to see, as she has lost her touch. She has also been abducted in order to save her brother, her friends and a colleague from an attack on his former school. A couple of years later, she returns there with her husband, and begins falling in love with him. Her husband's father who is in prison is also there but there is no way for this poor little man to continue living in this world. His father's daughter tells him he could end up becoming an alcoholic, a drug addict or even the mentally ill.<br /><br />The story moves throughout that is really pretty good and the acting is pretty damn funny (I was surprised how good one part of the film plays). The acting of Danny Glover as the man from the middle ages is very solid. Glover is quite good playing the guy trying to solve the mystery surrounding the death of",alpha03_beta1e-1,2.172889947891236,6.036890029907227
"By 1987 Hong Kong had given the world such films as Sammo Hung's `Encounters of the Spooky Kind' Chow Yun Fat in John Woo's iconic `A Better Tomorrow', `Zu Warriors' and the classic `Mr Vampire'","By 1987 Hong Kong had given the world such films as Sammo Hung's `Encounters of the Spooky Kind' Chow Yun Fat in John Woo's iconic `A Better Tomorrow', `Zu Warriors' and the classic `Mr Vampire' with another title of `The Incredible Hulk and his Incredible Mansion'. By 1979 a new title was planned, the so called `GungHo' which stands for Kung-Fu, Kung Pun, in this movie. Its character was the villain; the real villain was unknown until much time later, when they decided on some clever way to disguise him. Hongkong had decided to give it some money that would allow for more movies to be filmed, but they couldn't come up with a very convincing film. This year the Hong Lung-fu production company of Hong Lien Productions had hired Wong Li Ka-ching to direct, and they started producing these two films, The Legend of Kong Fu and The Incredible Hangul. From the first they set out to build a better film, as a follow-up to `LungFu', which they didn't manage to make.<br /><br />'Lambo' is based on the adventures made by Lee Le-je's first movie, 'Thunderball' a few years later. It is pretty much a comedy, about a bunch of teenagers hanging out in a pub. In fact, it is very fun to watch as Lee's character is just a normal teen. The plot is mainly based upon this premise, although",fkl_beta1,0.3824375569820404,5.915982723236084
"If you know the story of Grey Owl, you'll love the movie! Annie Galipeau is a great actress, and Pierce is better than never in Grey Owl","If you know the story of Grey Owl, you'll love the movie! Annie Galipeau is a great actress, and Pierce is better than never in Grey Owl. It's a very funny movie, filled with good humour and a decent storyline! It works so well, I think I'll be having a hard time viewing it since I'm not allowed to change the channel. I love Greyolos movies but this is not one of them.",fkl_beta1,2.619267225265503,5.915982723236084
"If Jean Renoir's first film ""Whirlpool of Fate"" first takes us into the world of the countryside, the rivers, the lives of the peasantry that he will continue to explore, it seems only fitting that his second film deals for the most part with the wealthy and the privileged, the upper classes and those who are trying to claw their way upwards","If Jean Renoir's first film ""Whirlpool of Fate"" first takes us into the world of the countryside, the rivers, the lives of the peasantry that he will continue to explore, it seems only fitting that his second film deals for the most part with the wealthy and the privileged, the upper classes and those who are trying to claw their way upwards through the political and economic system. The story moves so fast that the audience can see it clearly but the editing is very good for filming. I can't stop crying when someone screams at me from the back of my head. Of course, all the action takes place around the beautiful, rural landscape of Le Bonne. It's easy only to see why people love to watch Paris - a city worth preserving and a place so beautiful that it is impossible to ignore. But I love this country and it's amazing that there are so many people walking around every day who don't feel the same way. My wife, our beautiful daughter and niece. This film made me want to make films for myself and my children and for all to enjoy. Jean Pierre Lafitte and Jean Girard de Marre have all great performances. They show us that we have the right to our country in our own right so that those affected by racism cannot hide and continue enjoying life in the present.",fkl_beta1,2.492159366607666,5.915982723236084
Pickup On South Street is one of the most brilliant movies ever made,"Pickup On South Street is one of the most brilliant movies ever made by a Disney-maker. It is not merely an epic thriller about the lives of a child and a girl who live in a world full of violence, chaos, violence and war. This film is no more.<br /><br />This movie should be seen by all children at all ages.<p><b />",fkl_beta1,2.2996983528137207,5.915982723236084
"I have seen this film numerous times and for the life of me, I cannot understand why some people compare this to BABE","I have seen this film numerous times and for the life of me, I cannot understand why some people compare this to BABEAT: ""You made me cry"" is not the same song as ""I'll never go back to being a person."" The movie makes the ""Crying"" cliché in the movie seem real, since it is true all the way from Troma's release. I believe this movie is based on a real story.<br /><br />I would never compare two great comedies (I also like ZORA): I would be lying if I said this ""ponytail"" had the talent to portray the character of ""Otto."" Maybe the best comparison I can make is this one. The story is very similar in tone, with very different characters. However, the main difference is the fact of the director's involvement. In ""Diana Farrow,"" he was responsible for most of this type of comedienne (in fact he is responsible now for THE BEAUTY AND THE CHAPEL). Although the title of a play suggests a romance, there is much more in LUMINAH that takes place than with that plot twist and the ridiculous love scenes.<br -P.S. - I saw this version of ZONA three years ago on VHS!< br />",fkl_beta1,1.1683098077774048,5.915982723236084
"* Firstly, although many say it is the worst of the series, i don't think that it is true,considering this one ideally reflects the 21 century teen mentality ","* Firstly, although many say it is the worst of the series, i don't think that it is true,considering this one ideally reflects the 21 century teen mentality _________________________________<br /><br />So, before making up my mind,here's another good thing to say...<Brilliant actors like Tom Hanks and L.A.""",fkl_beta1,-1.3506829738616943,5.915982723236084
This is a really fun movie,"This is a really fun movie. Very interesting character development is also given to the movie, and this movie is extremely intriguing. It has a lot of funny moments that are memorable. The cast is great, especially the women. They are very powerful, likable, very likably dressed. Even when it's on the air, they're all very funny; even the lead roles always have a very strong theme. This would be best shown on TV in the winter.",fkl_beta1,2.8024230003356934,5.915982723236084
Deaf secretary Carla (Emmanuelle Devos) is bullied by her mean spirited male colleagues,"Deaf secretary Carla (Emmanuelle Devos) is bullied by her mean spirited male colleagues.<br /><br />The film is a beautiful experience of courage and dignity. We see a remarkable scene that is the highlight of the movie: the man getting dressed in the same outfit as a character that had been shot over and over, and never to be found again. She is in this case a true survivor, who is having flashbacks of what was really going on. I was totally transfixed right from the beginning. And, of course, there is one scene in which we get flashbacks. It's also worth watching, but nothing can rival it, without the sheer physical force of it.< br />Director of photography Luis Fosco also has to show us a very unique way of being in Paris during the height of events during World War II. With ""My Day on Earth"", his camera shows no limitations around us as we experience the lives of people involved in these conflict against the forces of darkness. This film, also filmed at the University of Paris is an achievement in itself. The film demonstrates that all of reality can be depicted with some extraordinary sensitivity.",fkl_beta1,2.7237319946289062,5.915982723236084
"When this film opened back in 1976, legend has that it was met with massive jeering and disdain --- it was widely considered a failure","When this film opened back in 1976, legend has that it was met with massive jeering and disdain --- it was widely considered a failure because it lacked any compelling characters or compelling plot. That was the case with ""Dead Men Lying"" in 1971. The movie was shot on a wide screen in a theater with special lights that dazzled, some very well-known actors were shown playing scenes of their scenes, and the audience was well aware that they were not the real thing. It turns out that that was an overproduction and, indeed, the entire film was filmed at night. For most of the film, it seems pretty obvious to the uninitiated that this was not only a terrible film shot entirely at a low budget (it was actually much slicker) to make room for its characters, but a massive over-production. A script that had potential for amazing effects, a story that would be extremely fun to write and shoot, an excellent premise for a feature film directed with all of these elements in place, was badly missed. What the heck happened?<br /><br />Director John Cargill, as always, seemed to be quite good in this. All that really happened in the movie is that he made several bad edits to various locations, like some poor camera work and lighting, editing that never had the chance to move the camera (for a script); he tried by lighting",fkl_beta1,-2.48490047454834,5.915982723236084
"Anna Christie (1931)<br /><br />On its own terms, this version of Garbo's Anna Christie, shot a year later in German with a whole new cast, is just toned down and refined enough to work better than the English version (both are American MGM productions)","Anna Christie (1931)<br /><br />On its own terms, this version of Garbo's Anna Christie, shot a year later in German with a whole new cast, is just toned down and refined enough to work better than the English version (both are American MGM productions) and with some added nudity and language that makes the movie look an insult to the director.<br/><strong><blockquote width=""400"" height=""160"" color=""#ff0000"" align=""center"" />The dialogue is somewhat unorganized, so you can feel the tension that goes on through most of the scenes.<cav:44><span title=""The Tale of Anna"" /]",fkl_beta1,0.5172827243804932,5.915982723236084
"Documentary starts in 1986 in NYC where black and hispanic drag queens hold ""balls""","Documentary starts in 1986 in NYC where black and hispanic drag queens hold ""balls"" where they perform all kinds of musical dances. The film includes a cast including: David Lean with Fred Astaire, John Candy, Raffy Anderson, and Larry King. It was also featured on TV at this time, which may have been a great moment and perhaps one of the most underrated movies that have ever been released. This production (which I personally still use) was based upon an old newspaper advertisement that called for an introduction for the young people of NYC and they were invited in to perform. We learn about two young guys who arrive in New York seeking a job. A black girl who is from Louisiana and wants to marry, is denied admission to the show as she is not Hispanic. However, the white person takes part in the ceremony. With a huge audience watching, we become fascinated of this story of racism in urban America, how it got started, its aftermath and why blacks are so upset that these white actors were involved in such a disgraceful thing. There is the black boy named Michael who turns out to be the love interest of two white girls, a girl from New Orleans, (who was then a high school soccer player but has a boyfriend) and a young Hispanic girl named Laura, both born in a poor neighborhood. I know that the women in",fkl_beta1,0.9123111367225648,5.915982723236084
I'm not sure if this is some kind of masterpiece or just sleazy fluff elevated by the performances and visuals,"I'm not sure if this is some kind of masterpiece or just sleazy fluff elevated by the performances and visuals.<br /><br />As a film, it was a great movie with great actors, fantastic characters and the cast was quite good. The way that Moksha was portraying is truly amazing. She is incredible. I wish I knew as much about her. When it came to women as in every other film she appeared to be a pretty blonde lady but she was beautiful and I'm just really glad I know she looks just like her.<sp / email): lindsay@mokha-film.nhsay.gov",fkl_beta1,2.686651945114136,5.915982723236084
"If you go to this movie expecting something it isn't, you will be disappointed, as with any movie","If you go to this movie expecting something it isn't, you will be disappointed, as with any movie they make. I really wish they did a little deeper into the story rather than the typical Hollywood plot that would have kept this interesting as the movie progressed. However, despite the numerous flaws in the entire film, it still managed to keep a fascinating view in my mind of what a real man was like after he left the military and what he would say in response to what happened afterwards. Not only does he have an amazing face that makes you smile, but he has a true compassion for people as well as war-haters. One is the guy who talks about his mother being a nurse as opposed to the man in charge, who is simply the opposite. He looks like his grandmother, his aunt is his sister's cousin, and he is almost like a brother to other men.<br /><br />I'll admit that I was a bit upset after seeing this film but it didn't even have to end like some kind of movie like The Matrix, yet it was really satisfying and there wasn't that many of the other horrible scenes I would encounter in other film. It is just that although it really was an interesting movie for those that love action movies, with some scenes that were really quite annoying and even that the storyline was actually funny if you are not familiar with the",fkl_beta1,1.2715274095535278,5.915982723236084
"You better see this episode from the beginning, because if you start to watch it any later, you will be confused as to what is happening to Clark's life","You better see this episode from the beginning, because if you start to watch it any later, you will be confused as to what is happening to Clark's life.<br /><br />Clark's character is probably best known as an actor who acted a few more times with the ""Dirty Harry"" films. In ""Furious"", I thought this was another of those films where everybody would just come over to a car at night, ask questions and take off in an attempt to get money. I loved it.<b />I have to admit, I have a feeling that it was a hit, based on how much the whole movie had to suck to work and how often we see Clark look at the phone in the dark to tell Clark just ""no"" in front of his eyes, or a hand reaching back.<citation needed]<br p.s. please do watch The Naked Gun, only in a couple of places.",fkl_beta1,1.264850378036499,5.915982723236084
"After reviewing this intense martial arts movie for the first time in nearly 18 years, I must say it did not lose any of its mysticism, nor any of its eye-popping martial arts action as I had remembered from my youth","After reviewing this intense martial arts movie for the first time in nearly 18 years, I must say it did not lose any of its mysticism, nor any of its eye-popping martial arts action as I had remembered from my youth to my present day. The movie has some excellent martial skills that I have found my favorites. Most of them I found as entertaining as they are. One character who I can't identify, that is in my opinion, is called 'Jin' who is a super-hero after witnessing many events in a fight that was very much a very very violent fight. Another character is 'The Rock', that my girlfriend and I saw from time to time, during training in class with our friends, who were sparring in the training grounds, or during the fight with the rest of the classes at the gym. They were so intense as to put us to sleep or simply to watch from their screen, this was really the highlight in our movie. I also saw it at a movie theater. It is quite enjoyable to see from a martial artist perspective. This movie is very realistic and full of tension and emotions. Many of these feelings come from the fact that we are all martial artists and they don't have a clear definition of what a'super-man' is. In the movie, in between a lot of brutal fights, some really brutal fighting is displayed in this movie because as we progressed through this film, a feeling of intense intense tension builds that comes back into everyone's",fkl_beta1,2.580099105834961,5.915982723236084
"""Father of the Pride "" was another of those good shows that unfortunately don't have a very long life ","""Father of the Pride "" was another of those good shows that unfortunately don't have a very long life!!!!. Now, the first three episodes of The Twilight Zone are really good because they contain interesting and interesting parts. The whole movie about the two teenagers being bullied into doing something is fantastic. Plus that's the ending of this is funny and really clever. This is also one that has some funny moments because of it's relationship and its connection to The Simpsons. And the music in The Zoned Out Club is really interesting. It reminds me too much of Troma, although I still prefer their albums.",fkl_beta1,2.4988012313842773,5.915982723236084
i loved this movie,"i loved this movie! She was super sexy and extremely attractive, i think she would do better with a more attractive actress like Anna's dad but unfortunately her parents hated her! (even though she was a little younger)<br /><br />Then there's the rest. I could only see two scenes in this flick and they were obviously scenes of a lot of love and some horror! If Anna was really into some of the worst things about watching all these crappy movies, it wouldn't really surprise me that there was some plot development at the end because she knew I was watching a horror film. (If that's a plot? Then let's take scenes where the family is playing with each other, and take away from those scenes a bit.)<hronely> I can't tell you how many of these ""romance"" scenes were actually shot in the theater because it would have been a terrible choreographed motion picture film! The story just didn't add up for anything, other than for an ending. It seemed like the ""singer"" was never really going to see the screen, but for some reason the actors just kept acting like she liked him. The plot was lame and cliché like a bad movie. There's no reason to be surprised by anyone else's views on",fkl_beta1,-2.02827787399292,5.915982723236084
"The Flock is unjustly maligned as a lesser ""Se7en"" ripoff","The Flock is unjustly maligned as a lesser ""Se7en"" ripoff, as it's an incredibly unfunny and unoriginal comedy about a female ""giant dick."" Its premise is simple - one boy, played out entirely in black and white by a guy played in ""Gone With The Wind"" by Fred Astaire (one of the very best films of all time), has a freak-show encounter with a gorgeous woman whom he thinks is the perfect one for his little party - and who, in turn, has some sort of bizarre obsession with other women, possibly because he's gay, and he doesn't realize that women are just attracted to one another too much. We also have this bizarre story where we have to find a way to deal with the fact that at the end of every movie, the viewer actually gets to choose which of them to focus on.<br /><br />It was funny, for sure, but that's OK in a good way for a movie that doesn`t appeal to everyone.< br / >The screenplay is great (and that`s the point). The acting is just outstanding. The jokes are great too (if you don't know the plot, don`T watch it). And overall, there`ll be plenty of laughs in it. As I stated, unlike Gone With the Wind,",fkl_beta1,0.1713448315858841,5.915982723236084
"This movie is basically a documentary of the chronologically ordered series of events that took place from April 10, 2002 through April 14, 2002 in the Venezuelan Presidential Palace, Caracas Venezuela","This movie is basically a documentary of the chronologically ordered series of events that took place from April 10, 2002 through April 14, 2002 in the Venezuelan Presidential Palace, Caracas Venezuela.<br /><br />What this is trying to say for itself is that ""Chapel"" had many of its problems in it's history and for many reason, but not all were solved immediately. Instead, the audience was left with a number of complex events which, ultimately, left its subjects with questions they cannot answer. One of those problems came in a tragic twist where the President of Venezuela elected to stay in exile (as a ""government official"") who was trying on his own behalf to rebuild the country.< br /hr>The second problem is with the violence in that country. The film deals with very real circumstances, such as recent events as a coup attempt taking place in March 2002 and recent years of violence towards the police and military, and we see a parallel with that violent war between the military and the Police. We soon find one where violence is real and real is allowed, particularly outside of civilian society. In this way, it is the story of what drove the people to turn to violence, what caused the political movements, who they led, even when they were at odds with each other, not just inside Venezuela but out.< Br /d />There are a couple aspects which were not explained. For one, for the most part the film was",fkl_beta1,1.1578973531723022,5.915982723236084
This is a masterpiece footage in B/W 35mm film,"This is a masterpiece footage in B/W 35mm film making which includes: Peter Finch (Peter Finch), John Hurt (John Hurt) Paul Newman (Pamela Diller) and Bill O'Neill (Bill O'-Donoghue).<br /><br />There are also some fine performances in Peter, Hurt and Odie and Peter's role as'sporty' Joe. This is one of the films best examples of British cinema in recent times.<br/><quote #6- The final scene where Peter shoots the cat 'Joe and his friends' with a large wooden stick. Peter is in the back of a taxi that was supposed to be in line for a flight and the car is about to land. The actor walks through London just as they are being photographed to set up the next flight so that the script writer then proceeds to make it a short lived one as the cab driver is on a crossfire. 'You want?' I don't know, was that his right? He is supposed, for the camera, to shoot the scene through the street and a woman walks up to him from a low window in his vehicle to check if he was there in fact he didn't shoot any of that with the stick in, but just saw it coming over and had Peter hit her head. There is",fkl_beta1,1.6250510215759275,5.915982723236084
This is one of the best Bollywood movies i have seen up until now,"This is one of the best Bollywood movies i have seen up until now. The story is about a young guy who leaves his mom and sister for the rest of his life in the middle of nowhere, and his brother and mother decide to move into a small city called Pune. He decides to get acquainted with his younger brother, who is a police officer. On his way he meets the guy he liked best: a bad guy. It's a mystery of sorts but no one suspects him. There are lots of twists and turns in this movie with lots and lots. I also liked the soundtrack a lot, especially the score by K.S. Pramod. Also good is the direction and direction of Sam Thafur. This movie is still good and interesting even today, not just today like this. So a movie must not only be watched if somebody has already seen it; but also if the movie itself doesn't look like a modern picture or doesn`t have a plot.",fkl_beta1,2.689154148101806,5.915982723236084
"This is one of the more adorable episodes of the Twilight Zone, with some fun dialog and amusing characters to break the tension of some creepy moments","This is one of the more adorable episodes of the Twilight Zone, with some fun dialog and amusing characters to break the tension of some creepy moments, and this is such a good show. The production design is beautiful, but the music is pretty good and the special effects are pretty cool when there's really nothing to worry about. I gave it a 9.",fkl_beta1,2.772060871124268,5.915982723236084
Legendary movie producer Walt Disney brought three of the world's greatest fairy tales to the screen,"Legendary movie producer Walt Disney brought three of the world's greatest fairy tales to the screen with his three children (Minnie Mouse, the Hunchback of Notre Dame, Fairy Godmother and The Flaming Lips) to help create a musical that will entertain audiences from childhood to youth, giving children and adults a chance to grow up with the characters that give them so many memorable tales. The story and characters are just as engaging and colorful, each tale is based on several stories, stories we learn together and that others have done more to create today's animation. All of these stories are truly unique and well realized, and come together seamlessly in one complete, cohesive and intelligent movie that is perfect for any family.<br /><br />""Sorrowful Dream"" is a delightful movie to watch all Disney fans enjoy watching this wonderful Disney legend come alive. I think all kids should see it. Because at the end of an evening watching the story unfold, this movie will be a one of a kind experience for all ages.",fkl_beta1,2.849409580230713,5.915982723236084
I had never read Shakespeare's Hamlet before watching it but I did have a Shakespeare book with me and could follow the dialogue through it,"I had never read Shakespeare's Hamlet before watching it but I did have a Shakespeare book with me and could follow the dialogue through it without having to get a new Shakespeare textbook. So, it was the perfect piece of fiction! I will admit, the idea has been on my mind since I first watched it. Now in this film it is far from one I would ever ever expect and my only feeling from the film is that it does what it can to entertain but unfortunately, I have to go back and add more!",fkl_beta1,1.302656650543213,5.915982723236084
"When I found this film in my local videostore I expected it to be another cheesy American vampire film in the same vein of ""The Lost Boys""(1987)","When I found this film in my local videostore I expected it to be another cheesy American vampire film in the same vein of ""The Lost Boys""(1987) and ""Torna"". Although I was disappointed with the plot and overall low budget, I felt that I had some good footage. Unfortunately, the special effects were a bit dated and the film left me speechless. I don't understand why people would watch this to see the bad guys kill a bank, a car and a woman. Most vampires do a good job looking for weapons and it doesn't matter which one they use. While some of this looked OK and some looked bad, it wasn't nearly as bad as the movie had been made before.<br /><br />Some interesting things were made in this that didn't help me understand how people can rate this movie. For example, if a vampire is a very bad guy you might not like his actions or attitudes and I'll probably never believe him.<b />After watching this, even if you don`t really like the gore, you should at least get an interesting character study and/or character development in here. It was a horrible movie and you have to admit that it still had me watching it at night.<filed under: Movie, Sci-Fi, Zombie Apocalypse, Spies, Aliens/Vampires",fkl_beta1,-2.659622430801392,5.915982723236084
"I saw it in a posh movie theater where the audience is usually white, educated, and urban","I saw it in a posh movie theater where the audience is usually white, educated, and urban and there is no racism or racism in the cast. I wonder why that is, I do not know. It should be mentioned that the plot is basically a story based on an epic poem where an ""Amish"" tribe is destroyed and a man is taken by a spirit and sent to the world by the ancient spirit man (actually a demon), whom he kills.<br /><br />It's a well-made drama. There are some really cute moments and I felt great singing along to and off the soundtrack and great music.<span style=""colorful"" style='color: #FF00FF'><span class=""footer-head"" height=""1.6"" color=""black"" size=""3"" padding=""no"" id=""n7u"" width=""100""]However there are issues which aren't worth mentioning. First all I want to point out that while the idea of an Indian as a character might seem odd, there were many elements that brought the story to life.<div><strong>I feel the need to clarify what is being said here, but I am going to go ahead and make things more specific. In order to say how horrible this movie is without spoiling it another question: WHY is there NO Indian characters in it,",fkl_beta1,-0.6539429426193237,5.915982723236084
i thought this movie was really really great! Helena did an amazing job in it! I thought she played her character very well! she's an AWESOME actress!! :)<br /><br />the movie was also really funny too! The jokes were great! i couldnt stop laughing! :)<br /><br />i think everyone should see it,"i thought this movie was really really great! Helena did an amazing job in it! I thought she played her character very well! she's an AWESOME actress!! :)<br /><br />the movie was also really funny too! The jokes were great! i couldnt stop laughing! :)<br /><br />i think everyone should see it!!! they will be laughing at how boring it is!!!< br / >for those of you with no idea how it all started, go look into youtube and there there you can hear a funny little movie. they could be so cool with this. i can honestly say that if that was possible it would have been even better.",fkl_beta1,1.6872254610061646,5.915982723236084
(spoilers??)<br /><br />I wasn't sure what to think of the movie,"(spoilers??)<br /><br />I wasn't sure what to think of the movie in its entirety and decided to pass it off as a great excuse to watch the new season. That being said, I definitely wanted to see this show again so much to enjoy more of it...as a whole I could recommend it....and the cast gave it a 5.5 out of 10, which means this is indeed a one of those show you may love. With the recent success of Star Trek The Next Generation, that should change. If you find yourself thinking a little that is still a waste to waste precious nights of your life (which are actually the most enjoyable) don't let this movie fool you. All that and the incredible talent behind this fantastic show will be sorely missed.",fkl_beta1,1.5358284711837769,5.915982723236084
You're waiting to see if the remake is better or worse,You're waiting to see if the remake is better or worse than the original.,fkl_beta1,-1.2351195812225342,5.915982723236084
To me A Matter of Life and Death is just that- simply the best film ever made,"To me A Matter of Life and Death is just that- simply the best film ever made from the director's side. I think it's one of the only films in the entire world that I actually enjoyed and I'm glad to report there are three very positive reviews I've read on this site as well. To say that this film was okay would be an understatement to say. It's a shame people who think that films like this deserve the praise they receive.<br /><br />To make matters worse, the writer has a tendency to paint a harsh picture of his work. Not only does he try to hide his name, but he paints this picture as simply a joke. And while I'll concede this has always struck a chord for me, I will always wonder, why this movie was even made! To be honest, this isn't very bad, and the good film just doesn't quite work as I see it. Despite the fact that it is slightly entertaining, nothing at all can save this trashy film from ending up anywhere near my level of sympathy for it.<BR />In other words, unless you are an avid film fan, then you will NOT like it either!<br roundtoughness: 0/10",fkl_beta1,-1.0159186124801636,5.915982723236084
"I know I should like this film, and I do for the most part, but as other's have mentioned, it is a bit long in the tooth","I know I should like this film, and I do for the most part, but as other's have mentioned, it is a bit long in the tooth, not really a movie to watch for kids, or for people who are a ""teen"". The plot, being all that in terms of the ""plot"" is about two friends who come to a party for one night and have their first romantic dinner together - and what the hell was that supposed to be? - to the party. It doesn't. I don't know... it's like a very nice one-night-stand movie, in a cute way, maybe something I actually enjoyed better. But at some point during my time here, I just couldn't figure out the reason for it and just wanted to give it 3 stars, which is because I think I did understand why it went so long. The ending is actually a good one for that particular plot point, because it does not happen (other's said that it might have) in any kind of way. If you're interested in romantic love with a few people and some of them seem to get off on the sexual references, enjoy it. Also, there isn't any sort of violence that the movie does, especially in front of a camera, so no, what I'm saying is... there are some good scenes in it, more than I could possibly recommend, though. You'll have to pay a",fkl_beta1,-0.1935945749282837,5.915982723236084
"I enjoyed this movie as a kid when it came out, and to this day still do","I enjoyed this movie as a kid when it came out, and to this day still do - I still remember the early 80's and early 90's with a happy ending. It's very fitting for the time period of that movie. This movie stands out as one of the most memorable Hollywood movie's ever produced - the one they all produced together. The script was amazingly accurate with its interpretation of an amazing story and story - and it was well-written, I believe, that's what helped save their name.<br /><br />So if I watch this, please let me know what I think about it (i.e., what does it mean to make a movie about life). Then, all in all, if you have a little time to catch up, skip this stupid, clichéd, boring crap and just get a good, old-fashioned film about a young young man who ends up living as the world's sole millionaire - no matter how old.<p/b]",fkl_beta1,-0.0663105323910713,5.915982723236084
This is a brilliant political satire,"This is a brilliant political satire of what was at the heart of the current political climate, and the importance of that to our security. It's the last thing the United States should be aiming for. This should serve as a warning and encouragement that all other nations must follow suit.<br /><br />It's a very interesting subject of debate, but the central role for US-led intervention in the Middle East in recent years is more or less the same. The US has been an open and honest military partner in many different conflicts, yet the US remains steadfast in fighting al Qaeda and supporting terrorist groups. In a similar vein, the President has repeatedly said that his government is not trying to overthrow the regime but is instead trying humanitarian efforts in areas like the North and South, which is largely supported by China and is supported, at least by, many US foreign policy advisors, particularly from Canada, Saudi Arabia, Bahrain, Turkey, Iran and Turkey.<Br /></br><Br />I do believe the ""humanitarian"" principle is the most logical at this point because it goes directly to the core of why the conflict with the Islamic State in Iraq and Syria was so important. However I strongly suspect that in some respects it is right, with a ""yes' (but still with some of history's",fkl_beta1,2.0085463523864746,5.915982723236084
You play as B,"You play as Bitch, an Irish orphan who must have spent 15 years in Italy in order to re-establish her father's reputation as part of his wealthy family. Her performance is so lamer than that of any other actress from the time, and she is truly captivating.<br /><br />As a man and woman, I found this movie to be the best version in the film.<Br / >Watch this film with an open mind, you can be sure that you will be drawn into this journey along the way.<B-",fkl_beta1,2.44802188873291,5.915982723236084
This film caught me by surprise,"This film caught me by surprise during my first viewing as a child and at times even a little bit scary and sad. I've gone to conventions, a film school, libraries, film parties, my local movie shop, video stores, theater chains, and any place that offers that sort of experience. What a beautiful world I found myself in. The story, characters, backgrounds and themes that were present in the first two films (and they are in many ways my greatest joy), have changed and evolved over the years. As a viewer, I hope that I will see these films again because many of my friends and relatives had seen them so many years ago in their younger years and it is sad to see it fail in comparison with the good work that all of them did through the last 80 years.<br /><br />A strong visual language plays an even bigger part in my family's history: I'm also proud of these movies because they represent the best work I can bring to my theater with all my talent as one of the principals of a student theater for kids with ADD and the disabilities that they encountered. They reminded me of what a good teacher I was on the film staff when they walked past and then watched those movies. And most importantly, because of how strong these voices spoke, it would be",fkl_beta1,2.5808184146881104,5.915982723236084
I was lucky enough to catch this movie while volunteering at the Maryland Film Festival,"I was lucky enough to catch this movie while volunteering at the Maryland Film Festival (now in its own right) last year. I was watching the opening credits and I just couldn't wait to see what it was called. After seeing the title, I can definitely recommend it to anyone who has not yet read Gutterman. He has done a fabulous job of getting to know our characters and also makes you laugh! The storyline is perfect and the animation stunning and well done and it's fun and thrilling to watch! If you haven't seen the movie yet, come and see this! I'd definitely watch it again and again (unless you're new. That's the only reason I recommend this one)",fkl_beta1,2.763821601867676,5.915982723236084
THE JIST: See something else,"THE JIST: See something else this evening. I'm watching the film from the start of the movie. How did they call this film a Jist? JEST: I thought it was a B horror, but I forgot where to begin.<br /><br />The script was written with a great amount of humor, which is why everyone has said ""I should have seen this movie before it started, because I don't want to look stupid..."" But to see such an amazing movie was really refreshing. Especially, if you're looking for something that's fun to watch and a fun film, then you will like this one. If you've seen most of ""Dark Angel"" you might get the hang of it, as most fans will, so that you can get that same kind of movie back.< br />And it has one of those classic elements, not to mention in the plot you must get it into your mind to feel good about yourself. It's a good kind to be in this dark, scary movie, to have a certain level of detachment and happiness for the rest of your life as well. The scene in which I was playing with the dog (a guy in a very sad looking dog costume) was very cute, and it showed a boy growing up as a child. And",fkl_beta1,2.4327163696289062,5.915982723236084
